20,-98,
21,-98,
21,-98,
22,-98,
23,-98,
24,-98,
24,-98,
25,-98,
26,-98,
27,-98,
27,-98,
28,-98,
29,-98,
30,-98,
30,-98,
31,-98,
32,-98,
32,-98,
33,-98,
34,-98,
34,-97,
34,-97,
34,-96,
34,-95,
34,-95,
34,-94,
34,-93,
34,-93,
34,-92,
34,-91,
33,-91,
33,-90,
33,-89,
33,-88,
33,-88,
34,-88,
34,-87,
35,-87,
35,-86,
36,-86,
36,-85,
37,-85,
38,-85,
38,-84,
39,-84,
40,-84,
40,-83,
41,-83,
42,-83,
43,-83,
44,-83,
44,-83,
45,-83,
46,-83,
46,-83,
47,-83,
48,-83,
49,-83,
49,-84,
50,-84,
50,-85,
51,-85,
51,-86,
51,-87,
52,-87,
53,-88,
54,-89,
54,-90,
55,-90,
55,-91,
56,-92,
57,-93,
58,-94,
59,-95,
59,-96,
60,-97,
60,-98,
61,-99,
61,-100,
61,-101,
61,-102,
61,-103,
61,-104,
62,-104,
62,-105,
62,-106,
62,-107,
62,-108,
62,-109,
62,-109,
62,-110,
62,-111,
62,-112,
63,-112,
63,-113,
63,-114,
64,-115,
64,-116,
65,-116,
65,-116,
66,-116,
67,-116,
67,-117,
68,-117,
69,-117,
70,-117,
70,-117,
71,-117,
71,-116,
72,-116,
72,-115,
73,-115,
73,-114,
73,-114,
73,-113,
73,-112,
73,-111,
72,-111,
72,-110,
71,-110,
71,-110,
70,-110,
70,-109,
69,-109,
69,-108,
68,-108,
67,-107,
67,-106,
66,-106,
66,-105,
65,-105,
65,-104,
65,-104,
65,-103,
64,-103,
64,-102,
63,-101,
63,-100,
63,-99,
62,-98,
62,-97,
62,-96,
62,-95,
61,-94,
61,-94,
60,-93,
60,-92,
59,-92,
59,-91,
59,-90,
58,-90,
58,-89,
58,-88,
57,-88,
57,-87,
56,-87,
56,-86,
55,-86,
55,-85,
55,-84,
54,-84,
54,-83,
54,-82,
54,-82,
54,-81,
54,-80,
54,-80,
54,-79,
54,-79,
54,-78,
56,-78,
56,-78,
57,-77,
58,-77,
58,-76,
59,-76,
60,-76,
60,-76,
61,-76,
62,-76,
62,-76,
63,-76,
64,-76,
65,-76,
66,-76,
67,-76,
